id,url,title,price,address,zip_code,municipality,latitude,longitude,property_type,subtype,transaction_type,living_area_m2,plot_area_m2,garden,garden_area_m2,terrace,terrace_area_m2,bedrooms,bathrooms,epc_score,epc_kwh_m2,construction_year,condition,heating_type,parking_indoor,parking_outdoor,elevator,furnished,flood_zone,cadastral_income,agency,status,old_price,listed_date,last_modified,view_count,bookmark_count,floor,floor_count,facade_count,double_glazing,monthly_costs,heritage_protected,renovation_obligation,photo_count,photo_url,kitchen_type,living_room_m2,garden_orientation,terrace_orientation,balcony,attic,basement,fireplace,swimming_pool,air_conditioning,solar_panels,heat_pump,carbon_emission,toilets,first_occupation,vat_applicable,public_sale,life_annuity,detail_scraped,first_seen,last_seen,active,disappeared_date,scrape_date
21602585,https://www.immoweb.be/en/classified/21602585,House for rent in Gent,1150,Raf Verhaeststraat 14,9050,Gent,51.0328578,3.7654439,house,house,for-rent,160,350,True,240,True,40,2,1,C,272,,AS_NEW,GAS,,,False,,NON_FLOOD_ZONE,,PRIVATE,under_option,,2026-05-29T11:43:22.585Z,2026-06-18T19:21:50.568Z,2899,68,,2,3,True,,,False,10,https://media-resize.immowebstatic.be/classifieds/aac6d8ed-472c-4c62-b7ff-f2a21876bd61/736x736/9bcb4e53af5a026c16efb95cf176ca99.jpg,INSTALLED,,,,,True,True,False,False,False,False,False,,2,,,False,False,2026-06-27,2026-06-12,2026-06-27,True,,2026-06-27
21602275,https://www.immoweb.be/en/classified/21602275,House for rent in SINT-DENIJS-WESTREM,1650,Afsneestraat 14,9051,SINT-DENIJS-WESTREM,51.0269644,3.6692119,house,house,for-rent,186,492,True,248,True,41,4,1,A,10,,GOOD,GAS,1,,False,False,NON_FLOOD_ZONE,,de Fooz,new,,,2026-06-10T01:10:52.386Z,,,,,,,,,,4,https://media-resize.immowebstatic.be/classifieds/1445bf03-dc21-45b2-b386-19b90f522a06/736x736/5a34471931a51b63e6826844908e4356.jpg,,,,,,,,,,,,,,,,,,,,2026-06-12,2026-06-14,False,2026-06-20,2026-06-14
21598406,https://www.immoweb.be/en/classified/21598406,House for rent in Gent,2050,Prinsenhofplein 7,9000,Gent,51.0591117,3.7165674,house,house,for-rent,,0,,,True,,3,2,A,,,,,,,False,False,,,CdF & Co N.V.,,,2026-05-28T09:59:03.154Z,2026-06-17T13:58:03.304Z,622,15,,,4,False,150,,False,28,https://media-resize.immowebstatic.be/classifieds/cdfa04b3-6a6e-4852-b033-7ff79c1ae2ce/736x736/8a56c9e50da93fb37d24f3a6c5d4dfaa.jpg,,,,,,,,False,,False,,,,2,,,False,False,2026-06-27,2026-06-12,2026-06-27,True,,2026-06-27
21597352,https://www.immoweb.be/en/classified/21597352,House for rent in Drongen,900,Klaverdries 41,9031,Drongen,51.05241100000001,3.658452,house,house,for-rent,151,0,True,20,True,5,2,1,C,237,1932,AS_NEW,GAS,,,False,False,,,Agence Rosseel,,,2026-05-27T21:56:10.538Z,2026-06-18T13:56:58.570Z,4655,167,,3,2,True,,,False,16,https://media-resize.immowebstatic.be/classifieds/3019a716-54a0-40de-87d5-4c3858ef45a9/736x736/b519a31a2106a5d7d4ddd24a55570deb.jpg,,,SOUTH,,,,,False,,False,False,,,0,,,False,False,2026-06-27,2026-06-12,2026-06-27,True,,2026-06-27
21596921,https://www.immoweb.be/en/classified/21596921,House for rent in Gent,825,Lange Boomgaardstraat 94,9000,Gent,51.0513834,3.732307,house,house,for-rent,,0,,,,,1,1,B,,,GOOD,,,,,,,,De Vastgoedlink,,,2026-05-27T16:03:34.024Z,2026-06-26T18:30:24.310Z,1694,50,,,,True,40,,False,20,https://media-resize.immowebstatic.be/classifieds/c2b2a315-ea1e-487f-a54b-30c6c1e9807b/736x736/12344ecd3e24099d21338943de59fa5d.jpg,,,,,,,,False,,,False,False,,0,,,False,False,2026-06-27,2026-06-12,2026-06-27,True,,2026-06-27
21596896,https://www.immoweb.be/en/classified/21596896,House for rent in Gent,1200,Oscar Colbrandtstraat 43b,9040,Gent,51.0547587,3.7529303,house,house,for-rent,90,0,,,True,8,2,1,B,,2017,AS_NEW,,,,False,,NON_FLOOD_ZONE,,PRIVATE,under_option,,2026-05-27T16:02:05.111Z,2026-06-06T08:38:35.421Z,1017,9,,3,2,True,,,False,20,https://media-resize.immowebstatic.be/classifieds/15599fc2-25b3-424b-8be6-2533f2d8d252/736x736/f20744c428cd27a66944b254987b8a4e.jpg,,,,,,,,False,False,False,False,False,,1,,,False,False,2026-06-23,2026-06-12,2026-06-23,False,2026-06-24,2026-06-23
21595051,https://www.immoweb.be/en/classified/21595051,House for rent in Gent,1195,Snoekstraat 119,9000,Gent,51.0463135,3.744181299999999,house,house,for-rent,131,0,,,True,,3,1,D,327,,GOOD,GAS,,,,,NON_FLOOD_ZONE,,Immo Francois Gent,under_option,,,2026-06-08T09:39:49.266Z,,,,,,,,,,4,https://media-resize.immowebstatic.be/classifieds/871f2738-9c4f-470a-bf4b-3c10c45e4baa/736x736/0776fbc0abd594f22a1f23d4e81c5e69.jpg,,,,,,,,,,,,,,,,,,,,2026-06-12,2026-06-14,False,2026-06-20,2026-06-14
21593792,https://www.immoweb.be/en/classified/21593792,House for rent in AFSNEE,3250,Kleinemoortelputstraat 6,9051,AFSNEE,51.0255831,3.645987,house,house,for-rent,374,0,,,True,,3,2,A+,-9,,,,1,,False,False,WATER_SENSITIVE_OPEN_SPACE_AREA,,Infinimo,under_option,,,2026-06-11T02:47:20.631Z,,,,,,,,,,4,https://media-resize.immowebstatic.be/classifieds/b8b55e2b-a2e0-4992-8b67-9e2c9fc2ec8f/736x736/112200399ed0d1027b8e4858b9275110.jpg,,,,,,,,,,,,,,,,,,,,2026-06-12,2026-06-15,False,2026-06-20,2026-06-15
21593704,https://www.immoweb.be/en/classified/21593704,House for rent in Gent,1595,Kollekasteelstraat 37,9030,Gent,51.0769495,3.6896114,house,house,for-rent,149,289,,,True,,4,1,A,24,2019,GOOD,GAS,,,False,False,NON_FLOOD_ZONE,,Vastgoed De Vos Evergem,under_option,,2026-05-26T15:00:27.752Z,2026-06-24T12:07:24.453Z,2270,46,,1,,,,,False,24,https://media-resize.immowebstatic.be/classifieds/9d24ea41-63fc-4c28-81f5-ae440c2caf45/736x736/d283b05a51940fab120f27b8f884bcb8.jpg,,,,,,,,False,False,,True,,,,,,False,False,2026-06-27,2026-06-12,2026-06-27,True,,2026-06-27
21591584,https://www.immoweb.be/en/classified/21591584,Exceptional_property for rent in Gent,2600,Sint-Pietersplein 57,9000,Gent,51.0431475,3.7253959,house,exceptional_property,for-rent,234,110,True,50,True,,3,2,B,153,1848,AS_NEW,GAS,,,False,True,NON_FLOOD_ZONE,,Immo Da Vinci,,,,2026-05-26T07:49:40.769Z,,,,,,,,,,4,https://media-resize.immowebstatic.be/classifieds/47751390-a060-4929-b5f9-14e59c29af6c/736x736/d513bcdf442eafede7497b80917b7651.jpg,,,,,,,,,,,,,,,,,,,,2026-06-12,2026-06-13,False,2026-06-20,2026-06-13
21591198,https://www.immoweb.be/en/classified/21591198,House for rent in Gent,2360,Voskenslaan 249,9000,Gent,51.0290209,3.7064781,house,house,for-rent,,0,True,30,True,20,4,2,A,,,AS_NEW,,,1,False,,NON_FLOOD_ZONE,,PRIVATE,,,2026-05-25T17:53:22.799Z,2026-06-20T16:56:08.602Z,635,3,,3,3,True,,,False,18,https://media-resize.immowebstatic.be/classifieds/219acfa7-4ba2-46b4-95b4-05b0cc3e16e2/736x736/b7d090daaa3af1786cd99fd6bbea33f4.jpg,,,,,,,True,False,False,False,False,True,,3,,,False,False,2026-06-27,2026-06-12,2026-06-27,True,,2026-06-27
21591130,https://www.immoweb.be/en/classified/21591130,House for rent in Gent,1155,Lozevisserstraat 76,9000,Gent,,,house,house,for-rent,100,71,,,,,3,1,B,,,AS_NEW,,,,False,,,,PRIVATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-12,2026-06-12,False,2026-06-20,2026-06-12
21590451,https://www.immoweb.be/en/classified/21590451,House for rent in GENT,815,Voetweg 28,9000,GENT,51.0401424,3.726257,house,house,for-rent,42,0,,,True,4,1,1,B,174,,JUST_RENOVATED,GAS,,,False,False,NON_FLOOD_ZONE,,Axel Lenaerts makelaars Gent,,,2026-05-24T17:17:08.206Z,2026-06-13T10:11:09.594Z,4233,134,,,2,True,,,False,16,https://media-resize.immowebstatic.be/classifieds/7fb68aaa-7836-4fad-ac08-784f53c79df5/736x736/747ee025f15017fac0a0c2fab9e8d386.jpg,INSTALLED,,,,,,,False,False,False,False,False,,1,,,False,False,2026-06-25,2026-06-12,2026-06-25,False,2026-06-26,2026-06-25
21590448,https://www.immoweb.be/en/classified/21590448,House for rent in GENT,975,Gebroeders de Smetstraat 70,9000,GENT,51.0619586,3.707905,house,house,for-rent,125,0,,,True,7,2,1,B,134,,JUST_RENOVATED,GAS,,,False,True,NON_FLOOD_ZONE,,Axel Lenaerts makelaars Gent,,,2026-05-24T17:16:59.540Z,2026-06-13T10:11:01.992Z,6436,209,,,2,True,,,False,12,https://media-resize.immowebstatic.be/classifieds/915e9c78-bfc1-46ca-8c69-0c5bce099341/736x736/42c5d55f1afc7dd37f21112c4c982e90.jpg,INSTALLED,,,,,,True,False,False,False,False,False,,2,,,False,False,2026-06-27,2026-06-12,2026-06-27,True,,2026-06-27
21590234,https://www.immoweb.be/en/classified/21590234,House for rent in Gent,800,Phoenixstraat 48,9000,Gent,51.0584658,3.705947,house,house,for-rent,60,20,,,,,1,1,B,,1860,JUST_RENOVATED,GAS,,,False,,POSSIBLE_FLOOD_ZONE,,PRIVATE,,,2026-05-24T08:51:09.980Z,2026-05-24T09:04:19.170Z,2845,95,,2,2,True,,,False,10,https://media-resize.immowebstatic.be/classifieds/42f0298c-8477-4a49-a0a6-3ff299df15ac/736x736/387a52ab9f6ad8fc0b999a4b077732a3.jpg,INSTALLED,20,,,,,,False,False,False,False,False,,1,,,False,False,2026-06-23,2026-06-12,2026-06-23,False,2026-06-24,2026-06-23
21589001,https://www.immoweb.be/en/classified/21589001,House for rent in Gent,1050,Guldenmeers 33,9000,Gent,51.04524079999999,3.7464266,house,house,for-rent,99,0,,,True,2,2,1,B,146,2007,AS_NEW,GAS,,,False,False,,,Agence Rosseel,,,2026-05-22T17:55:59.467Z,2026-05-22T19:55:59.201Z,3189,68,,3,2,True,,,False,13,https://media-resize.immowebstatic.be/classifieds/e2bdf369-d76e-421d-9a94-23e0ea140ade/736x736/336c3c3b1e2df3b2245ee15498fd8acc.jpg,,,,,,,,False,,False,False,,,1,,,False,False,2026-06-23,2026-06-12,2026-06-23,False,2026-06-24,2026-06-23
21578580,https://www.immoweb.be/en/classified/21578580,House for rent in GENT,1050,Ottergemsesteenweg 30,9000,GENT,51.0363299,3.7272139,house,house,for-rent,115,0,,,,,2,1,C,253,,GOOD,GAS,1,,False,False,NON_FLOOD_ZONE,,Axel Lenaerts makelaars Gent,,,2026-05-22T17:19:49.499Z,2026-06-13T10:11:03.181Z,2545,51,,,,True,,,False,12,https://media-resize.immowebstatic.be/classifieds/24a89dd8-359d-45ff-93f6-703e164ae244/736x736/cee532e73fe72215eaee8206570b42cf.jpg,SEMI_EQUIPPED,,,,,,,False,False,False,False,False,,,,,False,False,2026-06-27,2026-06-12,2026-06-27,True,,2026-06-27
21586773,https://www.immoweb.be/en/classified/21586773,House for rent in Gent,900,Wilgestraat 43,9000,Gent,51.0650848,3.7102072,house,house,for-rent,,30,,,,,1,1,B,,,AS_NEW,GAS,,,False,,NON_FLOOD_ZONE,,Vastgoed Projecten Bvba,,,2026-05-22T07:59:15.282Z,2026-05-22T07:59:15.775Z,885,24,,,,True,,,False,12,https://media-resize.immowebstatic.be/classifieds/f715e5ec-02f4-4024-86b8-ebc9c8b5b95b/736x736/db589c2ec9ea54652c79c52ed2251119.jpg,INSTALLED,,,,,,True,False,False,False,False,False,,1,,,False,False,2026-06-27,2026-06-12,2026-06-27,True,,2026-06-27
21585776,https://www.immoweb.be/en/classified/21585776,House for rent in Oostakker,1575,Ter Hand 1,9041,Oostakker,51.0790459,3.79261,house,house,for-rent,,0,,,,,5,0,,,2013,,GAS,,,,,,,Cv De Leefboom,,,2026-05-21T16:03:33.492Z,2026-06-20T18:10:09.945Z,1166,22,,,,True,0,,,15,https://media-resize.immowebstatic.be/classifieds/d038f28e-6d7b-4ccd-906d-ae843e99afb2/736x736/3b5884e082217db3e3c77391a133b10a.jpg,,,,,,,,False,,,False,False,70,0,,,False,False,2026-06-27,2026-06-12,2026-06-27,True,,2026-06-27
21583325,https://www.immoweb.be/en/classified/21583325,House for rent in Gent,1050,Bommelstraat 34,9000,Gent,51.03268019999999,3.727103099999999,house,house,for-rent,74,69,,,,,2,1,C,,1918,,,,,False,,NON_FLOOD_ZONE,,PRIVATE,,,2026-05-20T19:04:58.989Z,2026-06-17T07:12:24.578Z,886,23,,2,2,False,,,False,10,https://media-resize.immowebstatic.be/classifieds/b6f7e555-d474-4a35-b457-45ae2e442595/736x736/912313ecb9f857070aa69c161c99071b.jpg,,,,,,,,False,False,False,False,False,,0,,,False,False,2026-06-20,2026-06-12,2026-06-20,False,2026-06-21,2026-06-20
21582127,https://www.immoweb.be/en/classified/21582127,Manor_house for rent in GENT,2000,Lange Boomgaardstraat 60,9000,GENT,51.051172,3.7314743,house,manor_house,for-rent,220,0,,,,,4,2,C,248,,GOOD,GAS,,,False,False,NON_FLOOD_ZONE,,de Fooz,,,2026-06-19T08:44:06.726Z,2026-06-19T08:44:06.726Z,875,13,,4,2,True,,,False,21,https://media-resize.immowebstatic.be/classifieds/0575c090-430a-4d50-a051-cdab8cf42a2d/736x736/729bed40008dcf1139deec8e6c0f5a1f.jpg,INSTALLED,,,,,,True,False,False,False,False,False,,2,,,False,False,2026-06-27,2026-06-12,2026-06-27,True,,2026-06-27
21581285,https://www.immoweb.be/en/classified/21581285,House for rent in Gent,1700,Turkooispad 39,9000,Gent,51.0186301,3.7106034,house,house,for-rent,,147,,,,,5,2,A,,2023,AS_NEW,GAS,,1,False,False,,,Solvas Zomergem,,,2026-05-20T10:16:46.540Z,2026-06-10T08:10:51.835Z,2225,54,,3,2,True,,,False,12,https://media-resize.immowebstatic.be/classifieds/5bf0e1c4-7c20-4fd4-ab46-9d4eba845e9c/736x736/5e92817f2f4535b218da1eb0a90112b6.jpg,,,,,,,,False,,False,True,,,2,,,False,False,2026-06-27,2026-06-12,2026-06-27,True,,2026-06-27
21579317,https://www.immoweb.be/en/classified/21579317,House for rent in Gent,1250,Ottergemsesteenweg 70,9000,Gent,51.0353467,3.7272156,house,house,for-rent,,0,True,30,True,20,3,1,C,233,,AS_NEW,GAS,,,False,,,,PRIVATE,,,2026-05-19T16:03:29.225Z,2026-05-19T16:03:29.916Z,3021,93,,2,,True,,,False,16,https://media-resize.immowebstatic.be/classifieds/613863a3-5965-4a12-9ef7-ada499956aa1/736x736/e58d2f8442ce553e09cc04883cc76d88.jpg,INSTALLED,,,,,True,True,False,False,False,False,False,,2,,,False,False,2026-06-27,2026-06-12,2026-06-27,True,,2026-06-27
21579213,https://www.immoweb.be/en/classified/21579213,House for rent in Gent,970,Merelstraat 42,9000,Gent,51.0352089,3.7246198,house,house,for-rent,105,0,,,True,,2,1,C,232,0,AS_NEW,,,,False,False,,,Agence Rosseel,,,2026-05-19T15:56:47.226Z,2026-06-18T13:56:58.279Z,4350,78,,,2,True,,,False,9,https://media-resize.immowebstatic.be/classifieds/0fe9f3d5-c28b-4d77-8101-6a458e4fe889/736x736/8e7533167138b3d516bd83aa4f79e549.jpg,,,,,,,,False,,False,,,,1,,,False,False,2026-06-27,2026-06-12,2026-06-27,True,,2026-06-27
21578110,https://www.immoweb.be/en/classified/21578110,House for rent in Gent,1050,Keizervest 92,9000,Gent,51.040084,3.737719,house,house,for-rent,97,0,,,,,2,1,C,,1993,AS_NEW,GAS,,,False,,NON_FLOOD_ZONE,,PRIVATE,under_option,,,2026-06-12T11:06:04.280Z,,,,,,,,,,4,https://media-resize.immowebstatic.be/classifieds/96e5bdad-d7c2-4b94-acbb-07e5a49eef47/736x736/f8b9b03c91313c4254a22d0cbf363461.jpg,,,,,,,,,,,,,,,,,,,,2026-06-12,2026-06-19,False,2026-06-20,2026-06-19
21576009,https://www.immoweb.be/en/classified/21576009,House for rent in Gent,1595,De Pintelaan 317,9000,Gent,51.0241321,3.7155697,house,house,for-rent,206,0,True,1,True,1,4,1,D,394,,,GAS,,,False,,,,Vandersmissen Vastgoed,,,,2026-05-18T18:53:41.846Z,,,,,,,,,,4,https://media-resize.immowebstatic.be/classifieds/f090bf6c-aed1-42b1-9dd4-f2a94ed9ae7e/736x736/80851f4f4f931dd01cf735d33174eee9.jpg,,,,,,,,,,,,,,,,,,,,2026-06-12,2026-06-19,False,2026-06-20,2026-06-19
21572025,https://www.immoweb.be/en/classified/21572025,House for rent in Gent,1500,Einde Were 33,9000,Gent,51.0513568,3.7007892,house,house,for-rent,,69,,,True,25,4,2,B,,,JUST_RENOVATED,GAS,,,False,,NON_FLOOD_ZONE,,PRIVATE,,,,2026-05-29T11:39:06.526Z,,,,,,,,,,4,https://media-resize.immowebstatic.be/classifieds/788800ef-31eb-4c99-aeb7-39e9addc5f10/736x736/906d04e49a5b8265f06aa7c54c8df93b.jpg,,,,,,,,,,,,,,,,,,,,2026-06-12,2026-06-17,False,2026-06-20,2026-06-17
21571625,https://www.immoweb.be/en/classified/21571625,House for rent in Gent,1300,Edmond Helderweirdtstraat 63,9041,Gent,51.0849664,3.775282,house,house,for-rent,141,305,,,,,3,,B,,2003,,,,,False,,POSSIBLE_FLOOD_ZONE,,PRIVATE,,,,2026-05-21T19:38:08.143Z,,,,,,,,,,4,https://media-resize.immowebstatic.be/classifieds/434e1134-afff-488e-81c8-310eadc69833/736x736/075d5bc0c85f56239b52586644356041.png,,,,,,,,,,,,,,,,,,,,2026-06-12,2026-06-16,False,2026-06-20,2026-06-16
21571479,https://www.immoweb.be/en/classified/21571479,House for rent in Gent,1100,,9050,Gent,,,house,house,for-rent,100,50,,,True,9,2,1,C,205,1943,JUST_RENOVATED,GAS,,,False,,NON_FLOOD_ZONE,,PRIVATE,,,,2026-05-17T08:13:29.833Z,,,,,,,,,,4,https://media-resize.immowebstatic.be/classifieds/25732baf-9afa-4dcb-89ef-55d1b6dd05e0/736x736/615844e8f48aad7f5a79257679ac00e2.jpg,,,,,,,,,,,,,,,,,,,,2026-06-12,2026-06-16,False,2026-06-20,2026-06-16
21563876,https://www.immoweb.be/en/classified/21563876,House for rent in Gent,790,Kartuizerlaan 67,9000,Gent,,,house,house,for-rent,56,56,True,20,,,1,1,B,,1874,JUST_RENOVATED,GAS,,,False,,NON_FLOOD_ZONE,,PRIVATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-12,2026-06-12,False,2026-06-20,2026-06-12
21563446,https://www.immoweb.be/en/classified/21563446,House for rent in Gent,1150,Speelmanstraat 3,9000,Gent,51.0330114,3.7247283,house,house,for-rent,75,45,,,True,,2,1,B,150,,JUST_RENOVATED,GAS,,,,,,,HCK Invest,,,2026-05-12T16:03:53.203Z,2026-06-18T18:48:55.676Z,2200,70,,,,True,0,,False,15,https://media-resize.immowebstatic.be/classifieds/42f31e88-66c1-4d9e-968f-d00baf2024a5/736x736/e3cf4568b3d62c92ddaf5e6c083e8153.jpg,HYPER_EQUIPPED,32,,,,,,False,,,False,False,,1,,,False,False,2026-06-27,2026-06-12,2026-06-27,True,,2026-06-27
21561747,https://www.immoweb.be/en/classified/21561747,House for rent in Gentbrugge,1695,Bernheimlaan 13,9050,Gentbrugge,51.0387013,3.7544152,house,house,for-rent,160,163,,,True,,3,2,B,127,,GOOD,,,,,False,,,Sofimmo bvba,,,,2026-06-10T19:26:12.586Z,,,,,,,,,,4,https://media-resize.immowebstatic.be/classifieds/4c720ae8-01b0-4d30-960c-44a23af6437b/736x736/cae8f207de16f15829bb02dcb5dde62e.jpg,,,,,,,,,,,,,,,,,,,,2026-06-12,2026-06-14,False,2026-06-20,2026-06-14
